absolute_magnitude_h,estimated_diameter_min,estimated_diameter_max,relative_velocity,miss_distance,hazardous
12.55,8214.0052596211,18367.0741280536,32.5562427004,0.4052008361,False
12.55,8214.0052596211,18367.0741280536,25.8272637683,0.4845622942,False
12.55,8214.0052596211,18367.0741280536,23.1616560219,0.4569484902,False
12.55,8214.0052596211,18367.0741280536,21.33543097,0.4818260032,False
12.55,8214.0052596211,18367.0741280536,21.5118988041,0.3923424027,False
12.55,8214.0052596211,18367.0741280536,22.7669112855,0.2299932371,False
12.55,8214.0052596211,18367.0741280536,24.7413792133,0.1145554989,False
12.55,8214.0052596211,18367.0741280536,27.2477529337,0.1644894303,False
12.55,8214.0052596211,18367.0741280536,30.5733518828,0.3198077938,False
12.55,8214.0052596211,18367.0741280536,34.3162065976,0.4886265201,False
18.05,652.4616297891,1458.9485569187,15.1210055876,0.0253331099,False
18.05,652.4616297891,1458.9485569187,8.323646087,1.979409978,False
18.05,652.4616297891,1458.9485569187,7.5824115199,1.7835742288,False
18.05,652.4616297891,1458.9485569187,16.3843631401,0.1817665551,False
18.05,652.4616297891,1458.9485569187,7.4818661467,1.7577678043,False
18.05,652.4616297891,1458.9485569187,13.9382101776,0.0532993215,False
18.05,652.4616297891,1458.9485569187,13.6629347134,0.0935778274,False
18.05,652.4616297891,1458.9485569187,14.7353930452,0.2274976216,False
18.05,652.4616297891,1458.9485569187,7.9826170523,1.9196699723,False
18.05,652.4616297891,1458.9485569187,14.6513253116,0.249866324,False
18.05,652.4616297891,1458.9485569187,14.3345739509,0.2241720299,False
18.05,652.4616297891,1458.9485569187,14.3685272815,0.2308528075,False
18.05,652.4616297891,1458.9485569187,13.2874008826,0.1553447893,False
18.05,652.4616297891,1458.9485569187,13.3078956546,0.0832060909,False
18.05,652.4616297891,1458.9485569187,14.3769308765,0.1507450173,False
18.05,652.4616297891,1458.9485569187,17.7137290288,0.3461592329,False
18.05,652.4616297891,1458.9485569187,15.8539519337,0.3647012097,False
18.05,652.4616297891,1458.9485569187,13.0147151656,0.1339439293,False
18.05,652.4616297891,1458.9485569187,14.8786232727,0.2002708531,False
18.05,652.4616297891,1458.9485569187,19.5200849953,0.4124379943,False
18.05,652.4616297891,1458.9485569187,8.4981397002,1.8909703372,False
18.05,652.4616297891,1458.9485569187,8.0425549043,1.7424878819,False
18.05,652.4616297891,1458.9485569187,16.8450960772,0.2165652178,False
18.05,652.4616297891,1458.9485569187,14.0848384027,0.0778980404,False
18.05,652.4616297891,1458.9485569187,8.1051829922,1.747783036,False
18.05,652.4616297891,1458.9485569187,19.0293540461,0.3910919589,False
18.05,652.4616297891,1458.9485569187,8.7682277068,1.9270962314,False
18.05,652.4616297891,1458.9485569187,16.1258372581,0.1012547407,False
18.05,652.4616297891,1458.9485569187,19.2901188246,0.2719924007,False
14.95,2719.9127734822,6081.9098543763,6.9573979085,0.3898550492,False
14.95,2719.9127734822,6081.9098543763,6.947985138,0.3360266659,False
14.95,2719.9127734822,6081.9098543763,6.9701074301,0.3149705218,False
14.95,2719.9127734822,6081.9098543763,7.0255613502,0.3239028573,False
14.95,2719.9127734822,6081.9098543763,7.1023628469,0.3564175915,False
14.95,2719.9127734822,6081.9098543763,7.1608140716,0.3853159746,False
14.95,2719.9127734822,6081.9098543763,7.1905184585,0.3938102061,False
14.95,2719.9127734822,6081.9098543763,7.2226008039,0.3932713478,False
14.95,2719.9127734822,6081.9098543763,7.2767887914,0.4029232132,False
14.95,2719.9127734822,6081.9098543763,7.2930869084,0.4498253577,False
14.95,2719.9127734822,6081.9098543763,9.4827416448,0.4343012578,False
14.95,2719.9127734822,6081.9098543763,8.923015649,0.3772730332,False
14.4,3503.9264110829,7835.0176433383,18.397546749,0.4497864877,False
14.4,3503.9264110829,7835.0176433383,15.2344952877,0.1127844487,False
14.4,3503.9264110829,7835.0176433383,15.8794086496,0.3008958316,False
14.4,3503.9264110829,7835.0176433383,17.3963143999,0.267569044,False
14.4,3503.9264110829,7835.0176433383,14.523395118,0.1428798608,False
14.4,3503.9264110829,7835.0176433383,20.2510237297,0.4139250787,False
14.4,3503.9264110829,7835.0176433383,14.4472032896,0.0896650441,False
14.4,3503.9264110829,7835.0176433383,21.0639061614,0.4478435563,False
14.4,3503.9264110829,7835.0176433383,14.4168387373,0.1043893699,False
14.4,3503.9264110829,7835.0176433383,19.3385433047,0.3606106052,False
14.4,3503.9264110829,7835.0176433383,15.2232618577,0.2568290586,False
14.4,3503.9264110829,7835.0176433383,16.4047735669,0.1892466531,False
14.4,3503.9264110829,7835.0176433383,16.9871931939,0.3906235148,False
14.4,3503.9264110829,7835.0176433383,14.7525231468,0.0729435633,False
14.4,3503.9264110829,7835.0176433383,18.3253695678,0.461600106,False
15.71,1916.7036796681,4285.879720462,13.2592289142,0.4125332176,False
15.71,1916.7036796681,4285.879720462,3.6799449489,0.414857548,False
15.71,1916.7036796681,4285.879720462,4.9303753069,0.4334671912,False
15.71,1916.7036796681,4285.879720462,15.1367914592,0.4243595142,False
15.71,1916.7036796681,4285.879720462,10.710355548,0.2612559585,False
15.71,1916.7036796681,4285.879720462,7.202292193,0.1232061981,False
15.71,1916.7036796681,4285.879720462,5.7378727242,0.0655647399,False
15.71,1916.7036796681,4285.879720462,5.4200595523,0.0654706463,False
15.71,1916.7036796681,4285.879720462,5.5534696083,0.1088203297,False
15.71,1916.7036796681,4285.879720462,8.1987322677,0.2357731056,False
15.71,1916.7036796681,4285.879720462,12.8240525857,0.3973375173,False
15.71,1916.7036796681,4285.879720462,3.5181762357,0.4054656485,False
15.71,1916.7036796681,4285.879720462,5.0916730381,0.440902844,False
15.71,1916.7036796681,4285.879720462,15.5040695071,0.4392581302,False
15.71,1916.7036796681,4285.879720462,11.0078686154,0.2739521499,False
15.71,1916.7036796681,4285.879720462,7.3908152959,0.1321633712,False
15.71,1916.7036796681,4285.879720462,5.7770384347,0.0664095633,False
15.71,1916.7036796681,4285.879720462,5.4511599791,0.0636291977,False
15.71,1916.7036796681,4285.879720462,5.4684279462,0.0960099797,False
15.71,1916.7036796681,4285.879720462,7.7137369536,0.2150397347,False
15.71,1916.7036796681,4285.879720462,12.232668706,0.3763646458,False
15.71,1916.7036796681,4285.879720462,3.4329130105,0.3914990119,False
15.71,1916.7036796681,4285.879720462,5.2966118326,0.450631079,False
15.71,1916.7036796681,4285.879720462,15.9941263402,0.4586766578,False
15.71,1916.7036796681,4285.879720462,5.0873169598,0.4926457565,False
15.71,1916.7036796681,4285.879720462,11.3794006585,0.2895017895,False
15.71,1916.7036796681,4285.879720462,7.5421646873,0.1395885364,False
15.71,1916.7036796681,4285.879720462,5.7506290305,0.0650664608,False
15.71,1916.7036796681,4285.879720462,5.4042168642,0.0683522149,False
15.71,1916.7036796681,4285.879720462,6.2680240666,0.1481624891,False
15.71,1916.7036796681,4285.879720462,10.0378820345,0.2978526002,False
15.71,1916.7036796681,4285.879720462,6.2393941361,0.4867126968,False
15.71,1916.7036796681,4285.879720462,14.9807537505,0.4683887847,False
15.71,1916.7036796681,4285.879720462,4.1855029534,0.4511314961,False
15.71,1916.7036796681,4285.879720462,3.6717480967,0.4035375197,False
15.71,1916.7036796681,4285.879720462,13.414624344,0.3669640124,False
15.71,1916.7036796681,4285.879720462,9.0785910734,0.2038409704,False
13.87,4472.5476543253,10000.9205876786,12.9006029644,0.4790089048,False
13.87,4472.5476543253,10000.9205876786,16.7529353362,0.2701654862,False
13.87,4472.5476543253,10000.9205876786,13.8569947312,0.3391659,False
13.87,4472.5476543253,10000.9205876786,12.8672038986,0.4819694835,False
13.87,4472.5476543253,10000.9205876786,16.8143110531,0.2726656851,False
13.87,4472.5476543253,10000.9205876786,13.8743395006,0.3369656721,False
13.87,4472.5476543253,10000.9205876786,12.8440002025,0.4838779428,False
13.87,4472.5476543253,10000.9205876786,16.8865768233,0.2742866592,False
13.87,4472.5476543253,10000.9205876786,13.9179422976,0.3304057385,False
13.87,4472.5476543253,10000.9205876786,12.8046671282,0.486948074,False
13.87,4472.5476543253,10000.9205876786,17.0299233431,0.2784577138,False
13.87,4472.5476543253,10000.9205876786,13.9487110132,0.3259072546,False
13.87,4472.5476543253,10000.9205876786,12.7757297592,0.4895920105,False
13.87,4472.5476543253,10000.9205876786,17.1490920844,0.2828993484,False
13.87,4472.5476543253,10000.9205876786,13.9996666571,0.318276214,False
13.87,4472.5476543253,10000.9205876786,12.7465203857,0.492636785,False
13.87,4472.5476543253,10000.9205876786,17.335865596,0.2881641297,False
13.87,4472.5476543253,10000.9205876786,14.0535043502,0.3109060152,False
13.87,4472.5476543253,10000.9205876786,12.7121028707,0.4966513257,False
13.87,4472.5476543253,10000.9205876786,17.547160356,0.2969568672,False
13.87,4472.5476543253,10000.9205876786,14.1153603807,0.3029140039,False
13.87,4472.5476543253,10000.9205876786,12.6971430009,0.4995149218,False
13.87,4472.5476543253,10000.9205876786,17.7225625968,0.3028491578,False
13.87,4472.5476543253,10000.9205876786,14.1957536967,0.294198703,False
